Name,Вид,Встречается в парке,Исполтитель,Пол,Произведения,Саундтреки,Тип
Флаундер,Животное,Disney California Adventure Park (%D0%9F%D0%B0%D1%80%D0%BA%D0%B8/%D0%91%D0%B0%D0%B7%D0%B0%20%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D1%85%20%D0%BF%D0%B0%D1%80%D0%BA%D0%BE%D0%B2/Disney%20California%20Adventure%20Park%2029dc10ae8c7580b7a0f6f216dfabb085.md),"Джейсон Марин (%D0%98%D1%81%D0%BF%D0%BE%D0%BB%D0%BD%D0%B8%D1%82%D0%B5%D0%BB%D0%B8/%D0%9B%D1%8E%D0%B4%D0%B8,%20%D0%BE%D0%B7%D0%B2%D1%83%D1%87%D0%B8%D0%B2%D0%B0%D1%8E%D1%89%D0%B8%D0%B5%20%D0%B8%20%D0%B8%D0%B3%D1%80%D0%B0%D1%8E%D1%89%D0%B8%D0%B5%20%D0%BF%D0%B5%D1%80%D1%81%D0%BE%D0%BD%D0%B0%D0%B6%D0%B5%D0%B9/%D0%94%D0%B6%D0%B5%D0%B9%D1%81%D0%BE%D0%BD%20%D0%9C%D0%B0%D1%80%D0%B8%D0%BD%20299c10ae8c758012a1a6c5c562043ac0.md)",М,"Русалочка (%D0%9F%D1%80%D0%BE%D0%B8%D0%B7%D0%B2%D0%B5%D0%B4%D0%B5%D0%BD%D0%B8%D1%8F/%D0%91%D0%B0%D0%B7%D0%B0%20%D0%BC%D1%83%D0%BB%D1%8C%D1%82%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%D0%BE%D0%B2,%20%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%D0%BE%D0%B2%20%D0%B8%20%D1%80%D0%B5%D0%BC%D0%B5%D0%B9%D0%BA%D0%BE%D0%B2/%D0%A0%D1%83%D1%81%D0%B0%D0%BB%D0%BE%D1%87%D0%BA%D0%B0%20294c10ae8c7580a8bf16e8e519568b29.md)",,Второстепенный
Себастьян,Животное,Disney California Adventure Park (%D0%9F%D0%B0%D1%80%D0%BA%D0%B8/%D0%91%D0%B0%D0%B7%D0%B0%20%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D1%85%20%D0%BF%D0%B0%D1%80%D0%BA%D0%BE%D0%B2/Disney%20California%20Adventure%20Park%2029dc10ae8c7580b7a0f6f216dfabb085.md),"Сэмюэл Э. Райт (%D0%98%D1%81%D0%BF%D0%BE%D0%BB%D0%BD%D0%B8%D1%82%D0%B5%D0%BB%D0%B8/%D0%9B%D1%8E%D0%B4%D0%B8,%20%D0%BE%D0%B7%D0%B2%D1%83%D1%87%D0%B8%D0%B2%D0%B0%D1%8E%D1%89%D0%B8%D0%B5%20%D0%B8%20%D0%B8%D0%B3%D1%80%D0%B0%D1%8E%D1%89%D0%B8%D0%B5%20%D0%BF%D0%B5%D1%80%D1%81%D0%BE%D0%BD%D0%B0%D0%B6%D0%B5%D0%B9/%D0%A1%D1%8D%D0%BC%D1%8E%D1%8D%D0%BB%20%D0%AD%20%D0%A0%D0%B0%D0%B9%D1%82%20299c10ae8c7580658650d95dbbaa6f5a.md)",М,"Русалочка (%D0%9F%D1%80%D0%BE%D0%B8%D0%B7%D0%B2%D0%B5%D0%B4%D0%B5%D0%BD%D0%B8%D1%8F/%D0%91%D0%B0%D0%B7%D0%B0%20%D0%BC%D1%83%D0%BB%D1%8C%D1%82%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%D0%BE%D0%B2,%20%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%D0%BE%D0%B2%20%D0%B8%20%D1%80%D0%B5%D0%BC%D0%B5%D0%B9%D0%BA%D0%BE%D0%B2/%D0%A0%D1%83%D1%81%D0%B0%D0%BB%D0%BE%D1%87%D0%BA%D0%B0%20294c10ae8c7580a8bf16e8e519568b29.md)","Under the Sea (%D0%A1%D0%B0%D1%83%D0%BD%D0%B4%D1%82%D1%80%D0%B5%D0%BA%D0%B8/%D0%9F%D0%B5%D1%81%D0%BD%D0%B8%20%D0%B8%D0%B7%20%D0%BC%D1%83%D0%BB%D1%8C%D1%82%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%D0%BE%D0%B2,%20%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%D0%BE%D0%B2%20%D0%B8%20%D1%80%D0%B5%D0%BC%D0%B5%D0%B9%D0%BA%D0%BE%D0%B2/Under%20the%20Sea%2029cc10ae8c758017ab3fe4a4f613ac75.md)",Второстепенный
Белль,Человек,Tokyo Disneyland (%D0%9F%D0%B0%D1%80%D0%BA%D0%B8/%D0%91%D0%B0%D0%B7%D0%B0%20%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D1%85%20%D0%BF%D0%B0%D1%80%D0%BA%D0%BE%D0%B2/Tokyo%20Disneyland%2029dc10ae8c75801dbc4afaa11fbf08c6.md),"Пейдж О'Хара (%D0%98%D1%81%D0%BF%D0%BE%D0%BB%D0%BD%D0%B8%D1%82%D0%B5%D0%BB%D0%B8/%D0%9B%D1%8E%D0%B4%D0%B8,%20%D0%BE%D0%B7%D0%B2%D1%83%D1%87%D0%B8%D0%B2%D0%B0%D1%8E%D1%89%D0%B8%D0%B5%20%D0%B8%20%D0%B8%D0%B3%D1%80%D0%B0%D1%8E%D1%89%D0%B8%D0%B5%20%D0%BF%D0%B5%D1%80%D1%81%D0%BE%D0%BD%D0%B0%D0%B6%D0%B5%D0%B9/%D0%9F%D0%B5%D0%B9%D0%B4%D0%B6%20%D0%9E'%D0%A5%D0%B0%D1%80%D0%B0%20299c10ae8c75803fa159f954d16dbe65.md)",Ж,"Красавица и чудовище (%D0%9F%D1%80%D0%BE%D0%B8%D0%B7%D0%B2%D0%B5%D0%B4%D0%B5%D0%BD%D0%B8%D1%8F/%D0%91%D0%B0%D0%B7%D0%B0%20%D0%BC%D1%83%D0%BB%D1%8C%D1%82%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%D0%BE%D0%B2,%20%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%D0%BE%D0%B2%20%D0%B8%20%D1%80%D0%B5%D0%BC%D0%B5%D0%B9%D0%BA%D0%BE%D0%B2/%D0%9A%D1%80%D0%B0%D1%81%D0%B0%D0%B2%D0%B8%D1%86%D0%B0%20%D0%B8%20%D1%87%D1%83%D0%B4%D0%BE%D0%B2%D0%B8%D1%89%D0%B5%20294c10ae8c7580c48c38f4efab00f2cd.md)","Belle (%D0%A1%D0%B0%D1%83%D0%BD%D0%B4%D1%82%D1%80%D0%B5%D0%BA%D0%B8/%D0%9F%D0%B5%D1%81%D0%BD%D0%B8%20%D0%B8%D0%B7%20%D0%BC%D1%83%D0%BB%D1%8C%D1%82%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%D0%BE%D0%B2,%20%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%D0%BE%D0%B2%20%D0%B8%20%D1%80%D0%B5%D0%BC%D0%B5%D0%B9%D0%BA%D0%BE%D0%B2/Belle%2029cc10ae8c7580298c81c5bad47ad222.md), Something There (%D0%A1%D0%B0%D1%83%D0%BD%D0%B4%D1%82%D1%80%D0%B5%D0%BA%D0%B8/%D0%9F%D0%B5%D1%81%D0%BD%D0%B8%20%D0%B8%D0%B7%20%D0%BC%D1%83%D0%BB%D1%8C%D1%82%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%D0%BE%D0%B2,%20%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%D0%BE%D0%B2%20%D0%B8%20%D1%80%D0%B5%D0%BC%D0%B5%D0%B9%D0%BA%D0%BE%D0%B2/Something%20There%2029cc10ae8c758070b015cb1cc1a2b6c3.md)",Герой
Чудовище / Принц Адам,Монстр / Человек,Tokyo Disneyland (%D0%9F%D0%B0%D1%80%D0%BA%D0%B8/%D0%91%D0%B0%D0%B7%D0%B0%20%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D1%85%20%D0%BF%D0%B0%D1%80%D0%BA%D0%BE%D0%B2/Tokyo%20Disneyland%2029dc10ae8c75801dbc4afaa11fbf08c6.md),"Робби Бенсон (%D0%98%D1%81%D0%BF%D0%BE%D0%BB%D0%BD%D0%B8%D1%82%D0%B5%D0%BB%D0%B8/%D0%9B%D1%8E%D0%B4%D0%B8,%20%D0%BE%D0%B7%D0%B2%D1%83%D1%87%D0%B8%D0%B2%D0%B0%D1%8E%D1%89%D0%B8%D0%B5%20%D0%B8%20%D0%B8%D0%B3%D1%80%D0%B0%D1%8E%D1%89%D0%B8%D0%B5%20%D0%BF%D0%B5%D1%80%D1%81%D0%BE%D0%BD%D0%B0%D0%B6%D0%B5%D0%B9/%D0%A0%D0%BE%D0%B1%D0%B1%D0%B8%20%D0%91%D0%B5%D0%BD%D1%81%D0%BE%D0%BD%20299c10ae8c758024b465d77ebc2e5227.md)",М,"Красавица и чудовище (%D0%9F%D1%80%D0%BE%D0%B8%D0%B7%D0%B2%D0%B5%D0%B4%D0%B5%D0%BD%D0%B8%D1%8F/%D0%91%D0%B0%D0%B7%D0%B0%20%D0%BC%D1%83%D0%BB%D1%8C%D1%82%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%D0%BE%D0%B2,%20%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%D0%BE%D0%B2%20%D0%B8%20%D1%80%D0%B5%D0%BC%D0%B5%D0%B9%D0%BA%D0%BE%D0%B2/%D0%9A%D1%80%D0%B0%D1%81%D0%B0%D0%B2%D0%B8%D1%86%D0%B0%20%D0%B8%20%D1%87%D1%83%D0%B4%D0%BE%D0%B2%D0%B8%D1%89%D0%B5%20294c10ae8c7580c48c38f4efab00f2cd.md)","Something There (%D0%A1%D0%B0%D1%83%D0%BD%D0%B4%D1%82%D1%80%D0%B5%D0%BA%D0%B8/%D0%9F%D0%B5%D1%81%D0%BD%D0%B8%20%D0%B8%D0%B7%20%D0%BC%D1%83%D0%BB%D1%8C%D1%82%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%D0%BE%D0%B2,%20%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%D0%BE%D0%B2%20%D0%B8%20%D1%80%D0%B5%D0%BC%D0%B5%D0%B9%D0%BA%D0%BE%D0%B2/Something%20There%2029cc10ae8c758070b015cb1cc1a2b6c3.md)",Герой
Гастон,Человек,Tokyo Disneyland (%D0%9F%D0%B0%D1%80%D0%BA%D0%B8/%D0%91%D0%B0%D0%B7%D0%B0%20%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D1%85%20%D0%BF%D0%B0%D1%80%D0%BA%D0%BE%D0%B2/Tokyo%20Disneyland%2029dc10ae8c75801dbc4afaa11fbf08c6.md),"Ричард Уайт (%D0%98%D1%81%D0%BF%D0%BE%D0%BB%D0%BD%D0%B8%D1%82%D0%B5%D0%BB%D0%B8/%D0%9B%D1%8E%D0%B4%D0%B8,%20%D0%BE%D0%B7%D0%B2%D1%83%D1%87%D0%B8%D0%B2%D0%B0%D1%8E%D1%89%D0%B8%D0%B5%20%D0%B8%20%D0%B8%D0%B3%D1%80%D0%B0%D1%8E%D1%89%D0%B8%D0%B5%20%D0%BF%D0%B5%D1%80%D1%81%D0%BE%D0%BD%D0%B0%D0%B6%D0%B5%D0%B9/%D0%A0%D0%B8%D1%87%D0%B0%D1%80%D0%B4%20%D0%A3%D0%B0%D0%B9%D1%82%20299c10ae8c758019b3e7c58360e4a345.md)",М,"Красавица и чудовище (%D0%9F%D1%80%D0%BE%D0%B8%D0%B7%D0%B2%D0%B5%D0%B4%D0%B5%D0%BD%D0%B8%D1%8F/%D0%91%D0%B0%D0%B7%D0%B0%20%D0%BC%D1%83%D0%BB%D1%8C%D1%82%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%D0%BE%D0%B2,%20%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%D0%BE%D0%B2%20%D0%B8%20%D1%80%D0%B5%D0%BC%D0%B5%D0%B9%D0%BA%D0%BE%D0%B2/%D0%9A%D1%80%D0%B0%D1%81%D0%B0%D0%B2%D0%B8%D1%86%D0%B0%20%D0%B8%20%D1%87%D1%83%D0%B4%D0%BE%D0%B2%D0%B8%D1%89%D0%B5%20294c10ae8c7580c48c38f4efab00f2cd.md)","Belle (%D0%A1%D0%B0%D1%83%D0%BD%D0%B4%D1%82%D1%80%D0%B5%D0%BA%D0%B8/%D0%9F%D0%B5%D1%81%D0%BD%D0%B8%20%D0%B8%D0%B7%20%D0%BC%D1%83%D0%BB%D1%8C%D1%82%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%D0%BE%D0%B2,%20%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%D0%BE%D0%B2%20%D0%B8%20%D1%80%D0%B5%D0%BC%D0%B5%D0%B9%D0%BA%D0%BE%D0%B2/Belle%2029cc10ae8c7580298c81c5bad47ad222.md)",Злодей
Питер Пэн,Сверхъестественное существо,Disneyland Park (%D0%9F%D0%B0%D1%80%D0%BA%D0%B8/%D0%91%D0%B0%D0%B7%D0%B0%20%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D1%85%20%D0%BF%D0%B0%D1%80%D0%BA%D0%BE%D0%B2/Disneyland%20Park%2029dc10ae8c758014b1edc479346cd811.md),"Бобби Дрисколл (%D0%98%D1%81%D0%BF%D0%BE%D0%BB%D0%BD%D0%B8%D1%82%D0%B5%D0%BB%D0%B8/%D0%9B%D1%8E%D0%B4%D0%B8,%20%D0%BE%D0%B7%D0%B2%D1%83%D1%87%D0%B8%D0%B2%D0%B0%D1%8E%D1%89%D0%B8%D0%B5%20%D0%B8%20%D0%B8%D0%B3%D1%80%D0%B0%D1%8E%D1%89%D0%B8%D0%B5%20%D0%BF%D0%B5%D1%80%D1%81%D0%BE%D0%BD%D0%B0%D0%B6%D0%B5%D0%B9/%D0%91%D0%BE%D0%B1%D0%B1%D0%B8%20%D0%94%D1%80%D0%B8%D1%81%D0%BA%D0%BE%D0%BB%D0%BB%20299c10ae8c758028a00fc9a3f15af75f.md)",М,"Питер Пэн (%D0%9F%D1%80%D0%BE%D0%B8%D0%B7%D0%B2%D0%B5%D0%B4%D0%B5%D0%BD%D0%B8%D1%8F/%D0%91%D0%B0%D0%B7%D0%B0%20%D0%BC%D1%83%D0%BB%D1%8C%D1%82%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%D0%BE%D0%B2,%20%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%D0%BE%D0%B2%20%D0%B8%20%D1%80%D0%B5%D0%BC%D0%B5%D0%B9%D0%BA%D0%BE%D0%B2/%D0%9F%D0%B8%D1%82%D0%B5%D1%80%20%D0%9F%D1%8D%D0%BD%20294c10ae8c75801e9778efd520456161.md)",,Герой
Капитан Крюк,Человек,Disneyland Park (%D0%9F%D0%B0%D1%80%D0%BA%D0%B8/%D0%91%D0%B0%D0%B7%D0%B0%20%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D1%85%20%D0%BF%D0%B0%D1%80%D0%BA%D0%BE%D0%B2/Disneyland%20Park%2029dc10ae8c758014b1edc479346cd811.md),"Ганс Конрид (%D0%98%D1%81%D0%BF%D0%BE%D0%BB%D0%BD%D0%B8%D1%82%D0%B5%D0%BB%D0%B8/%D0%9B%D1%8E%D0%B4%D0%B8,%20%D0%BE%D0%B7%D0%B2%D1%83%D1%87%D0%B8%D0%B2%D0%B0%D1%8E%D1%89%D0%B8%D0%B5%20%D0%B8%20%D0%B8%D0%B3%D1%80%D0%B0%D1%8E%D1%89%D0%B8%D0%B5%20%D0%BF%D0%B5%D1%80%D1%81%D0%BE%D0%BD%D0%B0%D0%B6%D0%B5%D0%B9/%D0%93%D0%B0%D0%BD%D1%81%20%D0%9A%D0%BE%D0%BD%D1%80%D0%B8%D0%B4%20299c10ae8c7580f88ab5e356504901ce.md)",М,"Питер Пэн (%D0%9F%D1%80%D0%BE%D0%B8%D0%B7%D0%B2%D0%B5%D0%B4%D0%B5%D0%BD%D0%B8%D1%8F/%D0%91%D0%B0%D0%B7%D0%B0%20%D0%BC%D1%83%D0%BB%D1%8C%D1%82%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%D0%BE%D0%B2,%20%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%D0%BE%D0%B2%20%D0%B8%20%D1%80%D0%B5%D0%BC%D0%B5%D0%B9%D0%BA%D0%BE%D0%B2/%D0%9F%D0%B8%D1%82%D0%B5%D1%80%20%D0%9F%D1%8D%D0%BD%20294c10ae8c75801e9778efd520456161.md)","The Elegant Captain Hook (%D0%A1%D0%B0%D1%83%D0%BD%D0%B4%D1%82%D1%80%D0%B5%D0%BA%D0%B8/%D0%9F%D0%B5%D1%81%D0%BD%D0%B8%20%D0%B8%D0%B7%20%D0%BC%D1%83%D0%BB%D1%8C%D1%82%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%D0%BE%D0%B2,%20%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%D0%BE%D0%B2%20%D0%B8%20%D1%80%D0%B5%D0%BC%D0%B5%D0%B9%D0%BA%D0%BE%D0%B2/The%20Elegant%20Captain%20Hook%2029cc10ae8c7580ce9ed5c6433691c669.md)",Злодей
Динь-Динь,Сверхъестественное существо,Disneyland Park (%D0%9F%D0%B0%D1%80%D0%BA%D0%B8/%D0%91%D0%B0%D0%B7%D0%B0%20%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D1%85%20%D0%BF%D0%B0%D1%80%D0%BA%D0%BE%D0%B2/Disneyland%20Park%2029dc10ae8c758014b1edc479346cd811.md),"Маргарет Керри (%D0%98%D1%81%D0%BF%D0%BE%D0%BB%D0%BD%D0%B8%D1%82%D0%B5%D0%BB%D0%B8/%D0%9B%D1%8E%D0%B4%D0%B8,%20%D0%BE%D0%B7%D0%B2%D1%83%D1%87%D0%B8%D0%B2%D0%B0%D1%8E%D1%89%D0%B8%D0%B5%20%D0%B8%20%D0%B8%D0%B3%D1%80%D0%B0%D1%8E%D1%89%D0%B8%D0%B5%20%D0%BF%D0%B5%D1%80%D1%81%D0%BE%D0%BD%D0%B0%D0%B6%D0%B5%D0%B9/%D0%9C%D0%B0%D1%80%D0%B3%D0%B0%D1%80%D0%B5%D1%82%20%D0%9A%D0%B5%D1%80%D1%80%D0%B8%20299c10ae8c75803a9e0dd1c45f544d75.md)",Ж,"Питер Пэн (%D0%9F%D1%80%D0%BE%D0%B8%D0%B7%D0%B2%D0%B5%D0%B4%D0%B5%D0%BD%D0%B8%D1%8F/%D0%91%D0%B0%D0%B7%D0%B0%20%D0%BC%D1%83%D0%BB%D1%8C%D1%82%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%D0%BE%D0%B2,%20%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%D0%BE%D0%B2%20%D0%B8%20%D1%80%D0%B5%D0%BC%D0%B5%D0%B9%D0%BA%D0%BE%D0%B2/%D0%9F%D0%B8%D1%82%D0%B5%D1%80%20%D0%9F%D1%8D%D0%BD%20294c10ae8c75801e9778efd520456161.md)",,Второстепенный
Аврора,Человек,Disneyland Park (%D0%9F%D0%B0%D1%80%D0%BA%D0%B8/%D0%91%D0%B0%D0%B7%D0%B0%20%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D1%85%20%D0%BF%D0%B0%D1%80%D0%BA%D0%BE%D0%B2/Disneyland%20Park%2029dc10ae8c758014b1edc479346cd811.md),"Мэри Коста (%D0%98%D1%81%D0%BF%D0%BE%D0%BB%D0%BD%D0%B8%D1%82%D0%B5%D0%BB%D0%B8/%D0%9B%D1%8E%D0%B4%D0%B8,%20%D0%BE%D0%B7%D0%B2%D1%83%D1%87%D0%B8%D0%B2%D0%B0%D1%8E%D1%89%D0%B8%D0%B5%20%D0%B8%20%D0%B8%D0%B3%D1%80%D0%B0%D1%8E%D1%89%D0%B8%D0%B5%20%D0%BF%D0%B5%D1%80%D1%81%D0%BE%D0%BD%D0%B0%D0%B6%D0%B5%D0%B9/%D0%9C%D1%8D%D1%80%D0%B8%20%D0%9A%D0%BE%D1%81%D1%82%D0%B0%20299c10ae8c75805fa7dacaa4a7e1da9b.md)",Ж,"Спящая красавица (%D0%9F%D1%80%D0%BE%D0%B8%D0%B7%D0%B2%D0%B5%D0%B4%D0%B5%D0%BD%D0%B8%D1%8F/%D0%91%D0%B0%D0%B7%D0%B0%20%D0%BC%D1%83%D0%BB%D1%8C%D1%82%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%D0%BE%D0%B2,%20%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%D0%BE%D0%B2%20%D0%B8%20%D1%80%D0%B5%D0%BC%D0%B5%D0%B9%D0%BA%D0%BE%D0%B2/%D0%A1%D0%BF%D1%8F%D1%89%D0%B0%D1%8F%20%D0%BA%D1%80%D0%B0%D1%81%D0%B0%D0%B2%D0%B8%D1%86%D0%B0%20294c10ae8c7580b5a973f3461d1e41e3.md)","Once Upon a Dream (%D0%A1%D0%B0%D1%83%D0%BD%D0%B4%D1%82%D1%80%D0%B5%D0%BA%D0%B8/%D0%9F%D0%B5%D1%81%D0%BD%D0%B8%20%D0%B8%D0%B7%20%D0%BC%D1%83%D0%BB%D1%8C%D1%82%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%D0%BE%D0%B2,%20%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%D0%BE%D0%B2%20%D0%B8%20%D1%80%D0%B5%D0%BC%D0%B5%D0%B9%D0%BA%D0%BE%D0%B2/Once%20Upon%20a%20Dream%2029cc10ae8c7580b794bcf18f2aff7ad2.md), I Wonder (%D0%A1%D0%B0%D1%83%D0%BD%D0%B4%D1%82%D1%80%D0%B5%D0%BA%D0%B8/%D0%9F%D0%B5%D1%81%D0%BD%D0%B8%20%D0%B8%D0%B7%20%D0%BC%D1%83%D0%BB%D1%8C%D1%82%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%D0%BE%D0%B2,%20%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%D0%BE%D0%B2%20%D0%B8%20%D1%80%D0%B5%D0%BC%D0%B5%D0%B9%D0%BA%D0%BE%D0%B2/I%20Wonder%2029cc10ae8c7580d5a72fd096d0453609.md)",Герой
Малефисента,Сверхъестественное существо,Disneyland Park (%D0%9F%D0%B0%D1%80%D0%BA%D0%B8/%D0%91%D0%B0%D0%B7%D0%B0%20%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D1%85%20%D0%BF%D0%B0%D1%80%D0%BA%D0%BE%D0%B2/Disneyland%20Park%2029dc10ae8c758014b1edc479346cd811.md),"Элинор Одли (%D0%98%D1%81%D0%BF%D0%BE%D0%BB%D0%BD%D0%B8%D1%82%D0%B5%D0%BB%D0%B8/%D0%9B%D1%8E%D0%B4%D0%B8,%20%D0%BE%D0%B7%D0%B2%D1%83%D1%87%D0%B8%D0%B2%D0%B0%D1%8E%D1%89%D0%B8%D0%B5%20%D0%B8%20%D0%B8%D0%B3%D1%80%D0%B0%D1%8E%D1%89%D0%B8%D0%B5%20%D0%BF%D0%B5%D1%80%D1%81%D0%BE%D0%BD%D0%B0%D0%B6%D0%B5%D0%B9/%D0%AD%D0%BB%D0%B8%D0%BD%D0%BE%D1%80%20%D0%9E%D0%B4%D0%BB%D0%B8%20299c10ae8c7580b6a3cec01e707b330a.md)",Ж,"Спящая красавица (%D0%9F%D1%80%D0%BE%D0%B8%D0%B7%D0%B2%D0%B5%D0%B4%D0%B5%D0%BD%D0%B8%D1%8F/%D0%91%D0%B0%D0%B7%D0%B0%20%D0%BC%D1%83%D0%BB%D1%8C%D1%82%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%D0%BE%D0%B2,%20%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%D0%BE%D0%B2%20%D0%B8%20%D1%80%D0%B5%D0%BC%D0%B5%D0%B9%D0%BA%D0%BE%D0%B2/%D0%A1%D0%BF%D1%8F%D1%89%D0%B0%D1%8F%20%D0%BA%D1%80%D0%B0%D1%81%D0%B0%D0%B2%D0%B8%D1%86%D0%B0%20294c10ae8c7580b5a973f3461d1e41e3.md)",,Злодей
Аладдин,Человек,Magic Kingdom (%D0%9F%D0%B0%D1%80%D0%BA%D0%B8/%D0%91%D0%B0%D0%B7%D0%B0%20%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D1%85%20%D0%BF%D0%B0%D1%80%D0%BA%D0%BE%D0%B2/Magic%20Kingdom%2029dc10ae8c75805cb283f4b4b5b053cc.md),"Скотт Уайнгер (%D0%98%D1%81%D0%BF%D0%BE%D0%BB%D0%BD%D0%B8%D1%82%D0%B5%D0%BB%D0%B8/%D0%9B%D1%8E%D0%B4%D0%B8,%20%D0%BE%D0%B7%D0%B2%D1%83%D1%87%D0%B8%D0%B2%D0%B0%D1%8E%D1%89%D0%B8%D0%B5%20%D0%B8%20%D0%B8%D0%B3%D1%80%D0%B0%D1%8E%D1%89%D0%B8%D0%B5%20%D0%BF%D0%B5%D1%80%D1%81%D0%BE%D0%BD%D0%B0%D0%B6%D0%B5%D0%B9/%D0%A1%D0%BA%D0%BE%D1%82%D1%82%20%D0%A3%D0%B0%D0%B9%D0%BD%D0%B3%D0%B5%D1%80%20299c10ae8c7580f89e82c2ca6d6be905.md)",М,"Аладдин (%D0%9F%D1%80%D0%BE%D0%B8%D0%B7%D0%B2%D0%B5%D0%B4%D0%B5%D0%BD%D0%B8%D1%8F/%D0%91%D0%B0%D0%B7%D0%B0%20%D0%BC%D1%83%D0%BB%D1%8C%D1%82%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%D0%BE%D0%B2,%20%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%D0%BE%D0%B2%20%D0%B8%20%D1%80%D0%B5%D0%BC%D0%B5%D0%B9%D0%BA%D0%BE%D0%B2/%D0%90%D0%BB%D0%B0%D0%B4%D0%B4%D0%B8%D0%BD%20296c10ae8c75802bbcb5f7e3819019da.md)","A Whole New World (%D0%A1%D0%B0%D1%83%D0%BD%D0%B4%D1%82%D1%80%D0%B5%D0%BA%D0%B8/%D0%9F%D0%B5%D1%81%D0%BD%D0%B8%20%D0%B8%D0%B7%20%D0%BC%D1%83%D0%BB%D1%8C%D1%82%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%D0%BE%D0%B2,%20%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%D0%BE%D0%B2%20%D0%B8%20%D1%80%D0%B5%D0%BC%D0%B5%D0%B9%D0%BA%D0%BE%D0%B2/A%20Whole%20New%20World%2029cc10ae8c7580239608e30492bf0561.md)",Герой
